# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 1.1087363374691506,3.6327338312341406,0.8508470117733924,-1.6684868118225027,3.32620901240745,2.999999999999965,0.049369294742717,0.0,9.429324873212337,0.0
 1.1150067466396023,3.653641249376574,0.8502595961336314,-1.6093610866663433,3.345020239918805,2.9999999999999645,0.04882136163540274,0.0,9.377364265828248,0.0
 1.1212496739208673,3.6745747582383204,0.8496928526256344,-1.5508188834648449,3.3637490217626,3.0,0.04828547009385013,0.0,9.326321356210299,0.0
 1.1274652935975373,3.6955333776277284,0.8491466490887296,-1.492850016932236,3.3823958807926098,2.9999999999999285,0.047761337173734625,0.0,9.276188897260727,0.0
 1.1336537739868071,3.716516127353149,0.848620853362245,-1.435444503854376,3.400961321960419,2.999999999999964,0.04724868877631884,0.0,9.22695975881682,0.0
 1.139815277644882,3.7375220272229317,0.8481153332855087,-1.3785925575475164,3.419445832934644,3.000000000000072,0.04674725952106295,0.0,9.17862693599393,0.0
 1.145949961564307,3.7585500970454273,0.8476299566978488,-1.3222845824808735,3.4378498846929193,3.0000000000000724,0.04625679281634351,0.0,9.131183556872001,0.0
 1.152057977362684,3.7795993566289843,0.8471645914385934,-1.2665111690576187,3.4561739320880505,3.0,0.04577703971095235,0.0,9.084622890462548,0.0
 1.1581394714632232,3.800668825781954,0.8467191053470705,-1.2112630885436477,3.474418414389668,3.0,0.045307759663760945,0.0,9.038938352973238,0.0
 1.1641945852675366,3.8217575243126856,0.8462933662626082,-1.1565312881462213,3.4925837558026083,3.0,0.044848719316350955,0.0,8.994123515244086,0.0
 1.1702234553210733,3.8428644720295306,0.8458872420245348,-1.102306886227356,3.510670365963218,2.999999999999963,0.04439969314260571,0.0,8.950172107596472,0.0
 1.176226213471555,3.8639886887408377,0.8455006004721781,-1.0485811676602665,3.5286786404146633,2.999999999999963,0.04396046253190717,0.0,8.907078027364769,0.0
 1.1822029870207669,3.8851291942549566,0.8451333094448665,-0.9953455793055472,3.546608961062299,3.000000000000074,0.04353081571399638,0.0,8.864835342389462,0.0
 1.1881538988700242,3.906285008380238,0.844785236781928,-0.9425917256248066,3.564461696610071,3.0,0.04311054795985503,0.0,8.82343829800803,0.0
 1.1940790676596258,3.9274551509250326,0.8444562503226906,-0.8903113644044741,3.582237202978876,3.0000000000000373,0.042699460567690556,0.0,8.78288132062451,0.0
